titleid,rating,title,isAdult,startYear,runtimeMinutes,genres
tt0034533Boyevoy kinosbornik 12,7.6,Boyevoy kinosbornik 12,0,1942,\N,War
tt0034534Boyevoy kinosbornik 8,7,Boyevoy kinosbornik 8,0,1942,\N,War
tt0034535Diary of a Nazi,5.3,Diary of a Nazi,0,1942,67,Drama
tt0034536Boléro,6,Boléro,0,1942,96,Comedy
tt0034537Bombay Clipper,5.9,Bombay Clipper,0,1941,54,Mystery
tt0034538Bombs Over Burma,5.1,Bombs Over Burma,0,1942,65,Adventure
tt0034539O Boneco Rebelde,0,O Boneco Rebelde,0,1941,\N,Animation
tt0034540The Boogie Man Will Get You,5.8,The Boogie Man Will Get You,0,1942,66,Comedy
tt0034541Boot Hill Bandits,6.1,Boot Hill Bandits,0,1942,58,Action
tt0034542Border Roundup,5.5,Border Roundup,0,1942,57,Western
tt0034543Born to Sing,5.9,Born to Sing,0,1942,82,Action
tt0034544Boss of Hangtown Mesa,6.2,Boss of Hangtown Mesa,0,1942,58,Western
tt0034545Boston Blackie Goes Hollywood,6.2,Boston Blackie Goes Hollywood,0,1942,68,Comedy
tt0034546Bowery at Midnight,5.3,Bowery at Midnight,0,1942,61,Crime
tt0034547The Bowling Alley-Cat,7.7,The Bowling Alley-Cat,0,1942,8,Animation
tt0034548Adventure in Blackmail,6,Adventure in Blackmail,0,1942,79,Drama
tt0034549Broadway,6.4,Broadway,0,1942,91,Crime
tt0034550Broadway Big Shot,0,Broadway Big Shot,0,1942,59,Drama
tt0034551Brooklyn Orchid,6,Brooklyn Orchid,0,1942,50,Comedy
tt0034552Brother Martin,0,Brother Martin,0,1942,\N,Drama
tt0034553Brüderlein fein,6.1,Brüderlein fein,0,1942,95,\N
tt0034554Bugs Bunny Gets the Boid,7.5,Bugs Bunny Gets the Boid,0,1942,7,Animation
tt0034555Bullet Scars,6,Bullet Scars,0,1942,59,Drama
tt0034556The Bulleteers,7,The Bulleteers,0,1942,8,Action
tt0034557Bullets for Bandits,6.6,Bullets for Bandits,0,1942,55,Western
tt0034558Busses Roar,5.9,Busses Roar,0,1942,58,Drama
tt0034560Butch Minds the Baby,6.1,Butch Minds the Baby,0,1942,75,Comedy
tt0034561C'è sempre un ma!,0,C'è sempre un ma!,0,1943,83,Drama
tt0034562Un caballero famoso,6.3,Un caballero famoso,0,1943,98,\N
tt0034563Cactus Makes Perfect,7.3,Cactus Makes Perfect,0,1942,17,Comedy
tt0034564Cadets on Parade,5.5,Cadets on Parade,0,1942,66,Drama
tt0034565Cairo,6.1,Cairo,0,1942,101,Comedy
tt0034566Calafuria,6.8,Calafuria,0,1943,81,Drama
tt0034567Call Out the Marines,5,Call Out the Marines,0,1942,68,Comedy
tt0034568Call of the Canyon,6.6,Call of the Canyon,0,1942,71,Western
tt0034569Calling All Pa's,5.7,Calling All Pa's,0,1942,9,Comedy
tt0034570Calling Dr. Gillespie,6.2,Calling Dr. Gillespie,0,1942,84,Crime
tt0034571Il campione,0,Il campione,0,1943,85,Sport
tt0034572Canal Zone,5.9,Canal Zone,0,1942,79,Action
tt0034573Canal grande,0,Canal grande,0,1943,88,\N
tt0034574Canelita en rama,5.1,Canelita en rama,0,1943,97,Comedy
tt0034575Captain Fracasse,6.6,Captain Fracasse,0,1943,108,Drama
tt0034576El capitán Tormentoso,0,El capitán Tormentoso,0,1942,11,Animation
tt0034577Captain Midnight,6.7,Captain Midnight,0,1942,270,Action
tt0034578Captains of the Clouds,6.4,Captains of the Clouds,0,1942,114,Action
tt0034579Careful Soft Shoulders,6.3,Careful Soft Shoulders,0,1942,69,Comedy
tt0034580Carmela,6,Carmela,0,1942,90,Drama
tt0034581Carmen,6.4,Carmen,0,1944,124,Drama
tt0034582Carry Harry,4.7,Carry Harry,0,1942,18,Comedy
tt0034583Casablanca,8.5,Casablanca,0,1942,102,Drama
tt0034584Casanova farebbe così!,6.5,Casanova farebbe così!,0,1942,62,Comedy
tt0034585Case of the Missing Hare,7.3,Case of the Missing Hare,0,1942,8,Animation
tt0034586Castle in the Desert,7.1,Castle in the Desert,0,1942,62,Mystery
tt0034587Cat People,7.2,Cat People,0,1942,73,Fantasy
tt0034588Catene invisibili,5.2,Catene invisibili,0,1942,90,Drama
tt0034589Cercasi bionda bella presenza,0,Cercasi bionda bella presenza,0,1942,78,\N
tt0034590La chapita misteriosa,0,La chapita misteriosa,0,1942,10,Animation
tt0034591There Was a Father,7.6,There Was a Father,0,1942,94,Drama
tt0034592The Kids Grow Up,6.1,The Kids Grow Up,0,1942,78,Comedy
tt0034593China Girl,6.2,China Girl,0,1942,95,Drama
tt0034594Chips Off the Old Block,6.8,Chips Off the Old Block,0,1942,8,Animation
tt0034595Cimento e Ferro,0,Cimento e Ferro,0,1942,\N,Documentary
tt0034596Las cinco noches de Adán,6.7,Las cinco noches de Adán,0,1942,117,Comedy
tt0034597El circo,6.9,El circo,0,1943,90,Comedy
tt0034598City of Silent Men,5.5,City of Silent Men,0,1942,64,Crime
tt0034599Civilón boxeador,0,Civilón boxeador,0,1942,8,Animation
tt0034600Civilón en Sierra Morena,5.4,Civilón en Sierra Morena,0,1942,9,Animation
tt0034601Civilón y la sirena,0,Civilón y la sirena,0,1942,9,Animation
tt0034602A Close Call for Ellery Queen,5.8,A Close Call for Ellery Queen,0,1942,67,Mystery
tt0034603Coastal Command,6.8,Coastal Command,0,1943,72,Documentary
tt0034604Code of the Outlaw,6.6,Code of the Outlaw,0,1942,57,Western
tt0034606Color Rhythm,6.7,Color Rhythm,0,1942,\N,Animation
tt0034607Colpi di timone,6.8,Colpi di timone,0,1942,95,Comedy
tt0034608Combat Report,5.5,Combat Report,0,1942,9,Documentary
tt0034609La condesa María,6,La condesa María,0,1942,76,Comedy
tt0034610Conquer by the Clock,5.4,Conquer by the Clock,0,1942,10,Documentary
tt0034611Conrad the Sailor,6.4,Conrad the Sailor,0,1942,7,Animation
tt0034612The Countess of Castiglione,6,The Countess of Castiglione,0,1942,85,Drama
tt0034613The Corpse Vanishes,4.5,The Corpse Vanishes,0,1942,64,Horror
tt0034614Correo de Indias,6.8,Correo de Indias,0,1942,110,Drama
tt0034615Corri-Corri: El Cabrales,0,Corri-Corri: El Cabrales,0,1942,10,Documentary
tt0034616Cortocircuito,0,Cortocircuito,0,1943,85,Crime
tt0034617Counter-Espionage,6.5,Counter-Espionage,0,1942,73,Comedy
tt0034618The Courtship of Andy Hardy,6.6,The Courtship of Andy Hardy,0,1942,95,Adventure
tt0034619Cowboy Serenade,6.6,Cowboy Serenade,0,1942,66,Western
tt0034620Crazy Cruise,6.1,Crazy Cruise,0,1942,6,Adventure
tt0034621Criminal Investigator,5.1,Criminal Investigator,0,1942,61,Crime
tt0034622Crossroads,6.7,Crossroads,0,1942,83,Crime
tt0034623Családunk szégyene,5.8,Családunk szégyene,0,1943,94,Comedy
tt0034624Csalódás,5.9,Csalódás,0,1943,85,\N
tt0034625Cuando pasa el amor,0,Cuando pasa el amor,0,1943,\N,\N
tt0034626Cuarenta y ocho horas,0,Cuarenta y ocho horas,0,1943,102,\N
tt0034627La culpa del otro,5.9,La culpa del otro,0,1942,82,Drama
tt0034628The Gaucho Priest,7,The Gaucho Priest,0,1941,82,Drama
tt0034629The Cyclone Kid,3.1,The Cyclone Kid,0,1942,57,Western
tt0034630The Daffy Duckaroo,6.1,The Daffy Duckaroo,0,1942,7,Animation
tt0034631Daffy's Southern Exposure,6.8,Daffy's Southern Exposure,0,1942,7,Animation
tt0034632Dagli Appennini alle Ande,5.9,Dagli Appennini alle Ande,0,1943,85,\N
tt0034633Danger in the Pacific,5.2,Danger in the Pacific,0,1942,60,Action
tt0034634La sévillane,4.2,La sévillane,0,1943,88,\N
tt0034635La danza del fuoco,0,La danza del fuoco,0,1943,90,Drama
tt0034636The Dark Tower,6.1,The Dark Tower,0,1943,90,Drama
tt0034637The Dawn Express,4.4,The Dawn Express,0,1942,62,Action
tt0034638Dawn on the Great Divide,5.9,Dawn on the Great Divide,0,1942,63,Western
tt0034639The Avengers,6.1,The Avengers,0,1942,98,Drama
tt0034640Deep in the Heart of Texas,6,Deep in the Heart of Texas,0,1942,62,Western
tt0034641Den voyny,0,Den voyny,0,1942,80,Documentary
tt0034642Measure for Measure,0,Measure for Measure,0,1943,83,Comedy
tt0034643Dernier atout,5.9,Dernier atout,0,1942,105,Crime
tt0034644Desert Wonderland,0,Desert Wonderland,0,1942,9,Short
tt0034645A Desperate Chance for Ellery Queen,5.7,A Desperate Chance for Ellery Queen,0,1942,70,Mystery
tt0034646Desperate Journey,6.9,Desperate Journey,0,1942,107,Drama
tt0034647Destination Unknown,6.6,Destination Unknown,0,1942,63,Drama
tt0034648Destruction Inc.,6.5,Destruction Inc.,0,1942,9,Action
tt0034649Det är min musik,3.5,Det är min musik,0,1942,92,Comedy
tt0034650Det æ'kke te å tru,5.6,Det æ'kke te å tru,0,1942,86,Comedy
tt0034651The Devil with Hitler,5.2,The Devil with Hitler,0,1942,44,Comedy
tt0034652The Devil's Trail,4.8,The Devil's Trail,0,1942,61,Western
tt0034653Diesel,6.8,Diesel,0,1942,109,Biography
tt0034654Ding Dog Daddy,6.1,Ding Dog Daddy,0,1942,8,Animation
tt0034655La división Azul Española,0,La división Azul Española,0,1942,40,Documentary
tt0034656Dog Tired,6.1,Dog Tired,0,1942,7,Animation
tt0034657Dog Trouble,7.7,Dog Trouble,0,1942,8,Animation
tt0034658Doin' Their Bit,5,Doin' Their Bit,0,1942,10,Comedy
tt0034659Doctor Glas,5.8,Doctor Glas,0,1942,89,Drama
tt0034660Don Cesare di Bazan,5.7,Don Cesare di Bazan,0,1942,78,Adventure
tt0034661Don Cleque detective,0,Don Cleque detective,0,1942,9,Animation
tt0034662Don Cleque marinero,0,Don Cleque marinero,0,1942,4,Animation
tt0034663Loves of Don Juan,0,Loves of Don Juan,0,1942,85,Action
tt0034664Don Winslow of the Navy,6.3,Don Winslow of the Navy,0,1942,237,Action
tt0034665Don't Lie,5.8,Don't Lie,0,1942,11,Comedy
tt0034666Don't Talk,6,Don't Talk,0,1942,22,Drama
tt0034667Donald Gets Drafted,6.8,Donald Gets Drafted,0,1942,9,Animation
tt0034668Donald's Garden,6.4,Donald's Garden,0,1942,7,Animation
tt0034669Donald's Gold Mine,6.9,Donald's Gold Mine,0,1942,7,Animation
tt0034670Donald's Snow Fight,7.9,Donald's Snow Fight,0,1942,7,Animation
tt0034671La donna del peccato,0,La donna del peccato,0,1942,91,Drama
tt0034672La donna è mobile,0,La donna è mobile,0,1942,76,Comedy
tt0034673Double Chaser,6.3,Double Chaser,0,1942,7,Animation
tt0034674Dove andiamo signora?,0,Dove andiamo signora?,0,1942,82,Comedy
tt0034675The Dover Boys at Pimento University or the Rivals of Roquefort Hall,7.1,The Dover Boys at Pimento University or the Rivals of Roquefort Hall,0,1942,9,Adventure
tt0034676Down Rio Grande Way,5.5,Down Rio Grande Way,0,1942,57,Western
tt0034677Down Texas Way,6.4,Down Texas Way,0,1942,57,Western
tt0034678Dr. Broadway,6.5,Dr. Broadway,0,1942,68,Crime
tt0034679Dr. Crippen,6.4,Dr. Crippen,0,1942,87,Crime
tt0034680Dr. Gillespie's New Assistant,6.2,Dr. Gillespie's New Assistant,0,1942,87,Comedy
tt0034681Dr. Renault's Secret,6.1,Dr. Renault's Secret,0,1942,58,Horror
tt0034682The Draft Horse,6.4,The Draft Horse,0,1942,8,Animation
tt0034683Dramma sul Tevere,0,Dramma sul Tevere,0,1952,88,Drama
tt0034684Drums of the Congo,5.4,Drums of the Congo,0,1942,61,Action
tt0034685The Ducktators,6.4,The Ducktators,0,1942,7,Animation
tt0034686Dudes Are Pretty People,4.4,Dudes Are Pretty People,0,1942,43,Comedy
tt0034687I due Foscari,0,I due Foscari,0,1942,85,Drama
tt0034688Two Orphans,5.7,Two Orphans,0,1942,85,Drama
tt0034689Duke of the Navy,6,Duke of the Navy,0,1942,63,Action
tt0034690Dawn Devils,5.6,Dawn Devils,0,1946,100,Drama
tt0034691Eagle Squadron,6.2,Eagle Squadron,0,1942,109,Drama
tt0034692The Early Bird Dood It!,6.9,The Early Bird Dood It!,0,1942,9,Animation
tt0034693Eatin' on the Cuff or the Moth Who Came to Dinner,6.6,Eatin' on the Cuff or the Moth Who Came to Dinner,0,1942,7,Animation
tt0034694Edge of Darkness,7.2,Edge of Darkness,0,1943,119,Drama
tt0034695Egy bolond százat csinál,6.9,Egy bolond százat csinál,0,1942,80,Comedy
tt0034696Egy szív megáll,6.6,Egy szív megáll,0,1942,79,\N
tt0034697Honkon kôryaku: Eikoku kuzururu no hi,6.4,Honkon kôryaku: Eikoku kuzururu no hi,0,1942,101,Drama
tt0034698Einmal der liebe Herrgott sein,7,Einmal der liebe Herrgott sein,0,1942,93,Comedy
tt0034699Electric Earthquake,6.9,Electric Earthquake,0,1942,9,Action
tt0034700Eleventh Hour,6.2,Eleventh Hour,0,1942,8,Action
tt0034701People on the Alps,7.4,People on the Alps,0,1942,88,Drama
tt0034702Enemigos,0,Enemigos,0,1943,82,\N
tt0034703Enemy Agents Meet Ellery Queen,6.1,Enemy Agents Meet Ellery Queen,0,1942,64,Mystery
tt0034704The Dismissal,7.3,The Dismissal,0,1942,110,Drama
tt0034705Enyém vagy,0,Enyém vagy,0,1942,93,\N
tt0034706Die Erbin vom Rosenhof,0,Die Erbin vom Rosenhof,0,1942,94,Drama
tt0034707Escape from Crime,5.8,Escape from Crime,0,1942,51,Crime
tt0034709Estampa asturiana,0,Estampa asturiana,0,1942,9,Documentary
tt0034710Even as IOU,7.1,Even as IOU,0,1942,16,Comedy
tt0034711Eyes in the Night,6.7,Eyes in the Night,0,1942,80,Crime
tt0034712La fabbrica dell'imprevisto,0,La fabbrica dell'imprevisto,0,1942,75,Comedy
tt0034713El fakir González buscador de oro,5,El fakir González buscador de oro,0,1942,8,Adventure
tt0034714El fakir González en el circo,0,El fakir González en el circo,0,1942,8,Animation
tt0034715El fakir González en la selva,5.5,El fakir González en la selva,0,1942,8,Animation
tt0034716The Falcon Takes Over,6.4,The Falcon Takes Over,0,1942,65,Comedy
tt0034717The Falcon's Brother,6.4,The Falcon's Brother,0,1942,63,Crime
tt0034718Der Fall Rainer,5.2,Der Fall Rainer,0,1942,90,\N
tt0034719Fallet Ingegerd Bremssen,3.4,Fallet Ingegerd Bremssen,0,1942,87,Drama
tt0034720La famosa Luz María,0,La famosa Luz María,0,1942,102,\N
tt0034721La fanciulla dell'altra riva,0,La fanciulla dell'altra riva,0,1942,77,Drama
tt0034722Il fanciullo del West,6.8,Il fanciullo del West,0,1942,85,Comedy
tt0034723Fandanguillo,0,Fandanguillo,0,1942,19,Documentary
tt0034724Farliga vägar,3.9,Farliga vägar,0,1942,86,Drama
tt0034725Den farlige leken,6.6,Den farlige leken,0,1942,97,Comedy
tt0034726Fedora,5.7,Fedora,0,1942,90,Drama
tt0034727Black Dawn,6.9,Black Dawn,0,1943,88,Drama
tt0034728Fellow Americans,5.5,Fellow Americans,0,1942,11,Documentary
tt0034729La feria de las flores,5.7,La feria de las flores,0,1943,101,Adventure
tt0034730Fiesta,4.7,Fiesta,0,1941,45,Comedy
tt0034731Fine Feathered Friend,7.6,Fine Feathered Friend,0,1942,8,Animation
tt0034732Fingers at the Window,6.3,Fingers at the Window,0,1942,80,Drama
tt0034733The First Swallow,6.5,The First Swallow,0,1942,7,Animation
tt0034734Spitfire,7,Spitfire,0,1942,118,Adventure
tt0034735Five for Four,6.4,Five for Four,0,1942,3,Animation
tt0034736The Fleet's In,6.6,The Fleet's In,0,1942,93,Musical
tt0034737Fleets of Stren'th,6.8,Fleets of Stren'th,0,1942,6,Animation
tt0034738Flickan i fönstret mitt emot,4.9,Flickan i fönstret mitt emot,0,1942,79,Comedy
tt0034739Flight Lieutenant,5.7,Flight Lieutenant,0,1942,80,Action
tt0034740Fly-By-Night,6.6,Fly-By-Night,0,1942,74,Comedy
tt0034741Flying Fortress,5.3,Flying Fortress,0,1942,109,Drama
tt0034742Flying Tigers,6.7,Flying Tigers,0,1942,102,Action
tt0034743Flying with Music,4.6,Flying with Music,0,1942,46,Adventure
tt0034744Foney Fables,6.3,Foney Fables,0,1942,8,Animation
tt0034745Footlight Serenade,6.2,Footlight Serenade,0,1942,80,Comedy
tt0034746For Me and My Gal,7.1,For Me and My Gal,0,1942,104,Musical
tt0034747For the Common Defense!,5.3,For the Common Defense!,0,1942,22,Crime
tt0034748Foreign Agent,4.6,Foreign Agent,0,1942,64,Drama
tt0034749The Forest Rangers,6.7,The Forest Rangers,0,1942,87,Drama
tt0034750La fortuna viene dal cielo,5.4,La fortuna viene dal cielo,0,1942,85,Comedy
tt0034751Four Jacks and a Jill,5.3,Four Jacks and a Jill,0,1942,68,Comedy
tt0034752Fox Pop,6.5,Fox Pop,0,1942,8,Animation
tt0034753Fraidy Cat,7.4,Fraidy Cat,0,1942,8,Animation
tt0034754Freckles Comes Home,4.9,Freckles Comes Home,0,1942,63,Action
tt0034755El frente de los suspiros,6.1,El frente de los suspiros,0,1942,88,Drama
tt0034756Fresh Hare,7.1,Fresh Hare,0,1942,7,Animation
tt0034757Friendly Enemies,5.7,Friendly Enemies,0,1942,95,Drama
tt0034758Frisco Lil,5.8,Frisco Lil,0,1942,60,Action
tt0034759Frk. Vildkat,6.8,Frk. Vildkat,0,1942,98,Comedy
tt0034760Front Line Kids,4.6,Front Line Kids,0,1942,80,Comedy
tt0034761Fráter Loránd,5.7,Fráter Loránd,0,1942,105,Drama
tt0034762Music on the Run,6,Music on the Run,0,1943,66,Comedy
tt0034763Férfihüség,6.4,Férfihüség,0,1942,76,Drama
tt0034764Fünftausend Mark Belohnung,0,Fünftausend Mark Belohnung,0,1942,73,Crime
tt0034765G.P.U.,6.7,G.P.U.,0,1942,99,Action
tt0034766Gallant Lady,5.9,Gallant Lady,0,1942,68,Crime
tt0034767Gang Busters,6.9,Gang Busters,0,1942,251,Action
tt0034768Garabatos Ramper,0,Garabatos Ramper,0,1942,\N,Animation
tt0034769Gawhara,5.3,Gawhara,0,1942,\N,\N
tt0034770The Gay Sisters,6.7,The Gay Sisters,0,1942,110,Drama
tt0034771Gefährtin meines Sommers,0,Gefährtin meines Sommers,0,1943,92,\N
tt0034772Geheimakte W.B.1,0,Geheimakte W.B.1,0,1942,95,Drama
tt0034773Geliebte Welt,6.1,Geliebte Welt,0,1942,89,\N
tt0034774Jealousy,7.7,Jealousy,0,1942,86,Drama
tt0034775General von Döbeln,4.3,General von Döbeln,0,1942,87,Drama
tt0034776Gente dell'aria,6.6,Gente dell'aria,0,1943,78,Drama
tt0034777A Gentleman After Dark,6.4,A Gentleman After Dark,0,1942,74,Adventure
tt0034778Gentleman Jim,7.6,Gentleman Jim,0,1942,104,Drama
tt0034779A Gentleman at Heart,6.6,A Gentleman at Heart,0,1942,70,Comedy
tt0034780George Washington Slept Here,6.9,George Washington Slept Here,0,1942,93,Comedy
tt0034781Giorgi Saakadze,7.2,Giorgi Saakadze,0,1942,184,Drama
tt0034782Gert and Daisy Clean Up,5.8,Gert and Daisy Clean Up,0,1942,85,Comedy
tt0034783Das Gespensterhaus,6.3,Das Gespensterhaus,0,1942,100,Comedy
tt0034784Get Hep to Love,6.8,Get Hep to Love,0,1942,71,Adventure
tt0034785Ghost Town Law,6.7,Ghost Town Law,0,1942,62,Western
tt0034786The Ghost of Frankenstein,6.1,The Ghost of Frankenstein,0,1942,67,Drama
tt0034787Giacomo the Idealist,6.4,Giacomo the Idealist,0,1943,90,Comedy
tt0034788Gian Burrasca,0,Gian Burrasca,0,1943,85,\N
tt0034789Giarabub,6.8,Giarabub,0,1942,85,Drama
tt0034790Gioco d'azzardo,0,Gioco d'azzardo,0,1943,80,\N
tt0034791Gioco pericoloso,0,Gioco pericoloso,0,1942,85,Drama
tt0034792Giorni felici,6.1,Giorni felici,0,1942,83,Comedy
tt0034793Giorno di nozze,6.3,Giorno di nozze,0,1942,85,Comedy
tt0034794Girl Trouble,6.7,Girl Trouble,0,1942,81,Comedy
tt0034795The Girl from Alaska,7,The Girl from Alaska,0,1942,75,Western
tt0034796Girls' Town,5.8,Girls' Town,0,1942,68,Drama
tt0034797Give Out Sisters,7,Give Out Sisters,0,1942,65,Comedy
tt0034798The Glass Key,7,The Glass Key,0,1942,85,Crime
tt0034799Going to Press,6.5,Going to Press,0,1942,10,Comedy
tt0034800The Golden City,6.1,The Golden City,0,1942,110,Drama
tt0034801The Goose Steps Out,6.5,The Goose Steps Out,0,1942,79,Comedy
tt0034802Gopher Goofy,6,Gopher Goofy,0,1942,7,Animation
tt0034803The Gorgon,0,The Gorgon,0,1942,85,Drama
tt0034804The Gorilla Man,5.2,The Gorilla Man,0,1943,64,Action
tt0034805Goyescas,6.1,Goyescas,0,1942,102,Drama
tt0034806The Grain That Built a Hemisphere,6,The Grain That Built a Hemisphere,0,1943,11,Animation
tt0034807Gran premio,0,Gran premio,0,1944,83,\N
tt0034808Grand Central Murder,6.5,Grand Central Murder,0,1942,73,Comedy
tt0034809Grattacieli,5,Grattacieli,0,1943,86,Drama
tt0034810The Great Gildersleeve,6,The Great Gildersleeve,0,1942,62,Adventure
tt0034811The Great Impersonation,6.1,The Great Impersonation,0,1942,70,Drama
tt0034812The Great Man's Lady,6.6,The Great Man's Lady,0,1941,90,Drama
tt0034813The Great Mr. Handel,6.6,The Great Mr. Handel,0,1942,89,Biography
tt0034814Der große König,6.9,Der große König,0,1942,118,Drama
tt0034815Die große Liebe,6.4,Die große Liebe,0,1942,102,Drama
tt0034816Die große Nummer,6.2,Die große Nummer,0,1943,98,Drama
tt0034817The Big Shadow,7.1,The Big Shadow,0,1942,95,Drama
tt0034818Guadameciles y cueros: El cuero repujado y el policromado,0,Guadameciles y cueros: El cuero repujado y el policromado,0,1942,10,Documentary
tt0034819La guardia del corpo,0,La guardia del corpo,0,1942,80,Comedy
tt0034820The Gaucho War,7.2,The Gaucho War,0,1942,90,Drama
tt0034821Gula kliniken,4.1,Gula kliniken,0,1942,114,Drama
tt0034822Gyávaság,0,Gyávaság,0,1942,\N,\N
tt0034823Make Love to Me,7.6,Make Love to Me,0,1942,100,\N
tt0034824Mother Never Dies,6.2,Mother Never Dies,0,1942,104,Drama
tt0034825Halfway to Shanghai,6.2,Halfway to Shanghai,0,1942,62,Adventure
tt0034826Halta Lottas krog,5.4,Halta Lottas krog,0,1942,87,Comedy
tt0034827Halálos csók,7.1,Halálos csók,0,1942,99,Drama
tt0034828The Hard Way,7.1,The Hard Way,0,1943,109,Drama
tt0034829The Hare-Brained Hypnotist,7.2,The Hare-Brained Hypnotist,0,1942,7,Animation
tt0034830A harmincadik,5.5,A harmincadik,0,1941,98,\N
tt0034831Harvard Here I Come!,5.5,Harvard Here I Come!,0,1941,64,Adventure
tt0034832Heart of the Golden West,6.1,Heart of the Golden West,0,1942,65,Western
tt0034833Heart of the Rio Grande,6.5,Heart of the Rio Grande,0,1942,68,Western
tt0034834Hedda Hopper's Hollywood No. 3,5.5,Hedda Hopper's Hollywood No. 3,0,1942,10,Documentary
tt0034835Hedda Hopper's Hollywood No. 4,6.3,Hedda Hopper's Hollywood No. 4,0,1942,10,Documentary
tt0034836Hedda Hopper's Hollywood No. 5,0,Hedda Hopper's Hollywood No. 5,0,1942,9,Documentary
tt0034837Hedda Hopper's Hollywood No. 6,7.8,Hedda Hopper's Hollywood No. 6,0,1942,9,Documentary
tt0034838A hegyek lánya,6,A hegyek lánya,0,1942,78,Drama
tt0034839Die heimliche Gräfin,5.9,Die heimliche Gräfin,0,1942,96,Comedy
tt0034840Hello Annapolis,5.5,Hello Annapolis,0,1942,62,Comedy
tt0034841Hen Hop,6.2,Hen Hop,0,1942,4,Animation
tt0034842Henry Aldrich Editor,6.2,Henry Aldrich Editor,0,1942,72,Comedy
tt0034843Henry Browne Farmer,5,Henry Browne Farmer,0,1942,9,Documentary
tt0034844Henry and Dizzy,7.2,Henry and Dizzy,0,1942,71,Comedy
tt0034845The Hep Cat,6.6,The Hep Cat,0,1942,6,Animation
tt0034846Her Cardboard Lover,5.9,Her Cardboard Lover,0,1942,93,Comedy
tt0034847Here We Go Again,5.8,Here We Go Again,0,1942,77,Comedy
tt0034848A Gentleman with Mustache,6.2,A Gentleman with Mustache,0,1942,92,Comedy
tt0034849Hi Neighbor,0,Hi Neighbor,0,1942,72,Comedy
tt0034850The Hidden Hand,6.1,The Hidden Hand,0,1942,63,Comedy
tt0034851High Over the Borders,6.3,High Over the Borders,0,1942,23,Documentary
tt0034852High Stakes in the East,5.3,High Stakes in the East,0,1942,10,Documentary
